Identifier (RIC),Company Name,Date,ESG_score,Social_score,Gov_score,Env_score,BVPS,Market_cap,Shares,Industry,Net_income,RETURN_ON_ASSET,QUICK_RATIO,ASSET_GROWTH,FNCL_LVRG,PE_RATIO,Scope_1,Scope_2,CO2_emissions,Energy_use,Water_use,Water_recycle,Toxic_chem_red,Injury_rate,Women_Employees,Human_Rights,Strikes,Turnover_empl,Board_Size,Shareholder_Rights,Board_gen_div,Bribery,Recycling_Initiatives,Total_assets
LUV,Southwest Airlines Co,2017,65.30273201,68.14888728,48.93190298,76.37605564,16.04159734,26738312373,603000000,Airlines,2087000000,13.873,0.5734,7.833,2.6765,11.6499,969.2257874,2.625264922,19717886,278517715.2,314189.03,,1,,43,1,0,6.311,11,1,27.27272727,1,0,25110000000
LUV,Southwest Airlines Co,2016,63.27961186,68.87806652,41.25665077,75.80760435,13.46251994,26264438871,633000000,Airlines,2183000000,10.0632,0.5627,9.2624,2.8228,13.294,945.0586276,2.462663976,18779872,265277379.6,302832.8,,1,,,1,1,6.395,10,1,20,1,0,23286000000
LUV,Southwest Airlines Co,2015,68.38657725,72.87134665,65.04365534,65.42325428,11.13161876,26068966051,669000000,Airlines,2181000000,10.5078,0.476,5.505,2.9372,12.198,955.8842784,2.753453373,17835455,251378258.4,314189.03,,1,,,1,1,5.903,10,1,20,1,0,21312000000
LUV,Southwest Airlines Co,2014,66.1147508,71.5074124,51.32103508,72.34613213,9.861717613,27022636474,696000000,Airlines,1136000000,5.7454,0.5661,4.4197,2.8024,21.0025,1014.547319,2.693937511,18004153,253674496.8,261193.29,,1,,,1,0,5.6,10,1,20,1,0,19723000000
LUV,Southwest Airlines Co,2013,65.35329594,70.52608678,50.73257462,71.7216811,10.33239437,27235879550,718000000,Airlines,754000000,3.9746,0.6291,4.0277,2.648,16.806,1066.975304,2.737769195,18279257,257657598,291476.724,,1,,,1,0,47.86,10,1,20,1,0,19345000000
LUV,Southwest Airlines Co,2012,70.94230291,78.76851171,60.59078286,69.87830432,9.322666667,27472816302,757000000,Airlines,421000000,2.2965,0.7101,2.9223,2.6436,18.4599,1112.385618,2.671413974,17459563,246128288,299047.548,,1,,,1,0,,10,1,20,1,0,18596000000
MAS,Masco Corp,2021,68.54296886,73.5792666,59.63514154,69.32575927,-0.718875502,13373489565,251000000,Building Products,478000000,7.2234,1.0815,-3.4966,709.5,23.1111,11.62964067,25.94304458,252000,2800000,1180000,,0,8.5,36,1,0,36.182,11,1,18.18181818,1,0,5575000000
MAS,Masco Corp,2020,67.23900492,68.61423583,66.15235882,66.41755698,0.738636364,13486254906,264000000,Building Products,862000000,22.6583,1.274,14.9194,16.3143,26.7152,15.93026751,31.71024947,317000,3240000,1102000,,0,8.5,,1,0,,11,1,18.18181818,1,0,5777000000
MAS,Masco Corp,2019,56.2584044,44.32367613,66.56051547,62.71658124,-0.818815331,13095175107,288000000,Building Products,684000000,17.9463,1.0943,-6.7866,16.3143,21.064,,,30262.32,3020000,1047000,,0,12.5,,1,0,,11,1,27.27272727,1,0,5027000000
MAS,Masco Corp,2018,64.67083675,58.83144699,71.53203457,66.43020558,-0.363934426,13445467442,307000000,Building Products,686000000,13.4914,0.9157,-1.731,16.3143,13.7057,,,31873.1,2960000,1068000,,0,15,,1,0,,10,1,20,1,0,5393000000
MAS,Masco Corp,2017,61.63292769,61.871639,78.83323288,48.11424595,-0.168789809,13587023934,318000000,Building Products,456000000,10.0329,1.4269,6.8328,16.3143,30.1446,,,28068.1,2680000,913000,,0,17,,0,0,,11,1,18.18181818,1,0,5534000000
MAS,Masco Corp,2016,44.05065119,37.63470228,56.92599069,41.87858487,-0.914110429,13279918325,330000000,Building Products,536000000,9.1288,1.4438,-9.3044,16.3143,21.3649,,,,,,,0,,,0,0,,11,1,18.18181818,1,0,5137000000
MAS,Masco Corp,2015,32.12245216,29.3100304,63.57846506,11.31484794,-0.399408284,13215138236,341000000,Building Products,396000000,5.5158,1.0691,-21.4206,16.3143,26.6937,,,,,,,1,,,1,0,,10,1,20,1,0,5664000000
MAS,Masco Corp,2014,66.81521009,68.13712272,59.55165743,70.8094841,2.64756447,13414277029,352000000,Building Products,868000000,12.0861,1.133,3.6079,9.5516,10.6015,11.56490994,39.67498332,384043,,,,1,,,1,0,,10,1,20,1,0,7208000000
MAS,Masco Corp,2013,67.05187767,71.34501012,54.12666145,71.82057669,1.597142857,13810155353,352000000,Building Products,300000000,4.1643,1.5113,1.1927,15.7003,31.625,26.86594348,38.43779296,487623,5584280,,,1,,,1,0,,9,1,22.22222222,1,0,6957000000
MAS,Masco Corp,2012,73.82760181,70.91920238,76.15076013,75.54555115,0.922636103,13855741342,349000000,Building Products,-18000000,-1.6088,1.2266,-5.7832,16.6926,112.333,,,531914,5584280,1453600,,1,16.5,,1,0,,9,1,22.22222222,1,0,6875000000
MMM,3M Co,2021,91.71471919,95.5518247,90.87420845,88.02918895,25.98618307,84694130000,585300000,Industrial Conglomerates,5919000000,12.5424,1.0432,-0.5745,3.3825,17.2955,111.8568233,52.19985086,5280000,29052000,44700000,,1,,36.7,1,0,10.4,11,1,36.36363636,1,0,47072000000
MMM,3M Co,2020,88.48462857,95.23986862,78.53032409,87.77436141,22.27666205,84077342000,582200000,Industrial Conglomerates,5458000000,11.8453,1.2258,6.0122,4.0123,19.7276,126.0268857,55.38959422,5830000,30702246,41900000,,0,,36.2,1,0,13.1,12,1,33.33333333,1,1,47344000000
MMM,3M Co,2019,86.49202254,96.72374341,67.59214983,88.0226395,17.44020797,82666725000,585100000,Industrial Conglomerates,4529000000,11.2618,0.7853,22.3534,4.0868,19.6863,146.1925835,56.76789257,6650000,31546294,45800000,,0,,35.4,1,0,13.67,13,1,30.76923077,1,1,44659000000
MMM,3M Co,2018,87.48134039,97.39413182,73.35584696,86.1106621,16.64570943,84894015000,602000000,Industrial Conglomerates,5539000000,14.3622,1.1393,-3.9145,3.4874,18.7887,125.0908172,59.38654958,5840000,31229776,46000000,,1,,34.7,1,0,13.527,12,1,25,1,1,36500000000
MMM,3M Co,2017,88.20650791,94.74967865,80.24107368,86.37555767,19.35230126,85956261000,612700000,Industrial Conglomerates,5631000000,13.7052,1.176,15.441,3.2429,27.5222,137.5004152,61.11129563,5980000,30596740,45900000,,1,,34.8,1,0,15.065,12,1,16.66666667,1,1,37987000000
MMM,3M Co,2016,86.31038858,94.8257328,76.75292416,83.37609971,17.0299322,82067070000,618700000,Industrial Conglomerates,5058000000,15.3521,1.1368,0.0699,3.028,23.0532,124.5292991,61.43885843,5630000,29647186,42200000,10972000,1,,33.9,1,0,11.885,11,1,18.18181818,1,1,32906000000
MMM,3M Co,2015,89.78728482,94.76343221,89.17678503,84.68076502,18.26886189,82455418000,637200000,Industrial Conglomerates,4841000000,15.0814,0.8528,5.3638,2.6119,19.5177,137.9592093,70.39376512,6630000,29023660,42500000,10990800,1,,33.9,1,0,11.99,10,1,20,1,1,32883000000
MMM,3M Co,2014,87.89197046,90.89642444,86.13050985,85.75847763,20.19254467,83808925000,662000000,Industrial Conglomerates,4998000000,15.306,1.27,-6.9776,2.1155,21.9386,181.0760908,76.44715105,7950000,28646024,43300000,10175500,1,,33.7,1,0,8.45,12,1,16.66666667,1,0,31209000000
MMM,3M Co,2013,85.71681606,89.976673,78.72161196,85.75847763,25.66652002,84305782000,693600000,Industrial Conglomerates,4721000000,13.8196,1.0123,-0.9623,1.9222,20.8705,146.1342964,75.24077047,6620000,27666069.7,43400000,9959000,1,,33.7,1,0,7.09,10,1,20,1,0,33550000000
MMM,3M Co,2012,86.27803347,88.03754266,84.21176425,85.73406479,25.32785704,84888304000,703300000,Industrial Conglomerates,4511000000,13.5711,1.3858,7.1483,1.9849,14.5078,137.1112087,68.55560434,6090000,26643748,41130000,,1,,33.63,1,0,8.25,10,1,20,1,0,33876000000
NDSN,Nordson Corp,2021,58.79983785,77.07755122,54.74496912,42.2088009,37.1680639,13260278850,58734000,Machinery,454368000,12.1723,1.739,3.1651,1.9054,32.8101,,,,,,,0,10.5,26,1,0,7.4,10,1,10,1,0,3790961000
NDSN,Nordson Corp,2020,35.87195125,35.38500415,37.42322814,35.11125531,30.4550271,13156565230,58473000,Machinery,249539000,6.9402,1.788,4.4991,2.153,34.0783,,,,,,,0,,,1,0,7.9,9,1,11.11111111,1,1,3674656000
NDSN,Nordson Corp,2019,39.42348145,40.26084539,43.38336669,35.20867944,27.51461836,12934652847,58202000,Machinery,341957000,9.718,1.3644,2.7897,2.2882,26.7724,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,3516447000
NDSN,Nordson Corp,2018,39.95582536,44.62187917,43.28862907,32.08039312,25.0257202,13122959699,58931000,Machinery,355911000,11.0415,1.6165,0.1896,2.6228,20.6171,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,3421012000
NDSN,Nordson Corp,2017,30.98571657,35.54483352,25.02359502,30.9728938,20.08400396,13180900269,58204000,Machinery,295802000,10.1356,0.9193,40.9589,2.9081,23.583,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,3414539000
NDSN,Nordson Corp,2016,30.05697074,36.61332974,22.39152786,29.28141053,14.80276378,12843106746,57530000,Machinery,271843000,11.3675,1.4954,2.6233,3.164,21.5227,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,2420583000
NDSN,Nordson Corp,2015,32.03652303,50.06931466,16.92439863,24.92746547,10.88201543,12836733284,61151000,Machinery,211111000,9.0985,1.5126,3.5223,2.9656,20.2166,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,2360444000
NDSN,Nordson Corp,2014,44.75212308,57.79026364,54.92962582,22.02549501,14.21385258,13174526807,64281000,Machinery,246773000,11.4183,1.1005,11.6458,2.4112,19.9349,,,,,,,0,,,1,0,,10,1,10,1,1,2280130000
NDSN,Nordson Corp,2013,45.16500281,62.06507669,54.15210689,19.21085389,13.82662659,13297940221,64908000,Machinery,221817000,11.4581,1.491,11.6301,2.4857,21.304,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,2053179000
NDSN,Nordson Corp,2012,44.40288366,50.57194423,61.1607445,23.69772975,10.39902495,13261437662,65103000,Machinery,224829000,14.3479,1.0652,40.2518,2.5252,16.9626,,,,,,,,,,,,,,,,,,1829515000
NLSN,Nielsen Holdings PLC,2021,58.95263686,76.47955345,36.40760488,57.35641227,9.240221015,6280200120,360450510,Professional Services,560000000,7.7179,1.3653,-23.4524,4.6514,13.1602,,,,,,,,,,,,,,,,,,10820000000
NLSN,Nielsen Holdings PLC,2020,69.83023153,76.90820915,63.80872281,59.9367461,5.747341595,6398830116,356860640,Professional Services,203000000,-0.0422,0.9216,-1.285,6.7014,19.0653,,,,,,,,,,,,,,,,,,14135000000
NLSN,Nielsen Holdings PLC,2019,63.7727532,75.57962584,52.36869069,51.34779385,6.17037788,6265820726,355731860,Professional Services,579000000,-2.8138,0.6226,-5.6657,5.8505,78.8904,,,,,,,,,,,,,,,,,,14319000000
NLSN,Nielsen Holdings PLC,2018,63.84598127,72.23685399,55.81285127,54.80142405,8.006151604,6262225878,355601560,Professional Services,-928000000,-4.4438,0.9909,-10.0024,4.5185,39.8352,,,,,,,,,,,,,,,,,,15179000000
NLSN,Nielsen Holdings PLC,2017,54.36542554,67.65782828,36.77032079,54.64574899,11.90025851,6316148604,358052430,Professional Services,544000000,2.6322,1.1408,7.2219,3.9051,20.2326,,,,,,,,,,,,,,,,,,16866000000
NLSN,Nielsen Holdings PLC,2016,58.50621276,69.95207491,43.27305834,58.99452055,11.43159459,6057319520,362167130,Professional Services,507000000,3.2353,1.2077,2.7903,3.636,25.5316,,,,,,,,,,,,,,,,,,15730000000
NLSN,Nielsen Holdings PLC,2015,25.04092544,41.03308765,6.979503776,16.05614973,12.07912473,5971043159,370957800,Professional Services,578000000,3.722,0.9437,-0.1501,3.2278,26.0253,,,,,,,,,,,,,,,,,,15303000000
NLSN,Nielsen Holdings PLC,2014,26.15871375,33.43084069,20.37756203,14.77726751,13.32865706,6136406185,384371450,Professional Services,385000000,2.489,0.8439,-1.3136,2.861,30.3563,,,,,,,,,,,,,,,,,,15326000000
NLSN,Nielsen Holdings PLC,2013,29.50304029,43.82514642,16.51564186,11.89291637,15.24490721,6222682546,380927970,Professional Services,429000000,4.9145,1.1466,6.4793,2.8253,34.2118,,,,,,,,,,,,,,,,,,15530000000
NLSN,Nielsen Holdings PLC,2012,26.79648045,40.54487917,17.62658228,,13.62676974,6377261026,366310980,Professional Services,237000000,1.877,0.7984,0.5585,3.0418,30.0362,,,,,,,,,,,,,,,,,,14585000000
NOC,Northrop Grumman Corp,2021,78.43684958,89.59727059,60.52073164,82.23805036,80.63630692,70197478700,160900000,Aerospace & Defense,7005000000,16.0946,0.5243,-4.2502,3.7034,17.64,4.289737301,10.04077894,484959,6399436.572,3220129.948,,1,4.5,26.2,1,0,,12,1,33.33333333,1,0,42579000000
NOC,Northrop Grumman Corp,2020,79.4229738,88.88652252,62.2523685,85.34420914,63.30939557,70775055856,167600000,Aerospace & Defense,3189000000,7.4546,0.6689,8.226,4.4107,13.7902,4.457717229,12.14666888,499709,6273032.4,3406410.087,,1,4.25,26.5,1,0,,13,1,30.76923077,1,0,44469000000
NOC,Northrop Grumman Corp,2019,76.30620782,80.92705842,62.81176483,86.16614867,52.09096279,71198092097,170000000,Aerospace & Defense,2248000000,5.7098,0.3785,9.1254,4.6302,13.0251,5.420358406,14.23346408,511078,6374743.2,3331622.389,,0,4.55,26.6,1,0,,13,1,23.07692308,1,0,41089000000
NOC,Northrop Grumman Corp,2018,80.88303464,86.23429094,72.3174845,82.6716141,47.13298791,69018909099,174600000,Aerospace & Defense,3145000000,8.8732,0.3658,7.188,4.751,11.4841,5.27932486,16.30543188,533273,3912830,3356030,,0,4.5,26.9,1,0,,14,1,21.42857143,1,0,37653000000
NOC,Northrop Grumman Corp,2017,80.13139246,88.48936829,68.75831572,80.19054178,40.89449541,63950279302,175600000,Aerospace & Defense,3154000000,9.4465,1.7314,37.1437,4.9021,21.8608,6.023803452,18.45983168,576002,3984130,3335240,,0,5.4,27,1,0,,12,1,16.66666667,1,0,35128000000
NOC,Northrop Grumman Corp,2016,74.73354894,76.11569789,71.06746033,77.17787927,29.39631079,61736753878,180500000,Aerospace & Defense,2043000000,8.1658,1.0373,4.8723,4.6413,15.9425,5.927102882,19.30760249,605103,,3580997.86,,0,4.3,27.08,1,0,,11,1,9.090909091,1,0,25614000000
NOC,Northrop Grumman Corp,2015,65.46181988,71.43642543,57.62784778,65.10054129,29.15522703,60267834679,191600000,Aerospace & Defense,1990000000,7.8045,0.9456,-8.0837,3.9975,16.772,5.907465228,19.25887028,620627,,,,0,4.95,26.91,1,0,,11,1,9.090909091,1,0,24424000000
NOC,Northrop Grumman Corp,2014,66.47300841,72.98061545,72.51557954,46.20392567,34.65038314,60993708672,212100000,Aerospace & Defense,2069000000,7.8145,1.1319,0.724,2.9657,15.1334,6.002791657,19.33172734,638885.9,,,,0,4.85,27.83,1,0,,12,1,16.66666667,1,0,26572000000
NOC,Northrop Grumman Corp,2013,68.19002155,69.25434954,78.04646558,52.7820219,46.2543554,61074881678,233900000,Aerospace & Defense,1952000000,7.3766,1.3474,-0.6103,2.6286,13.5955,6.437195214,20.40564138,708973,,,,0,4.7,28,1,0,,12,1,16.66666667,1,0,26381000000
NOC,Northrop Grumman Corp,2012,64.99694835,61.20183506,79.46493845,52.28308036,38.27031376,62145740945,253400000,Aerospace & Defense,1978000000,7.6144,1.1096,4.4548,2.6173,8.653,,,1261649.69,,,,1,5.7,24.19,1,0,,11,1,18.18181818,1,0,26543000000
NSC,Norfolk Southern Corp,2021,64.07661803,53.76836884,68.70298953,71.38857841,55.2490887,65219464768,248100000,Road & Rail,3005000000,7.8608,0.72,1.3988,2.689,25.1526,431.9495397,17.83590386,5080776.37,69869264.36,,,0,,7.48,0,0,13.438,12,1,25,1,0,38493000000
NSC,Norfolk Southern Corp,2020,66.47275262,52.83600607,77.64760292,71.93351945,57.98118385,64552883474,256600000,Road & Rail,2013000000,5.3054,0.9088,0.1028,2.5316,25.799,438.1546307,17.11939256,5216529.758,70839840,,,0,,7.069,0,0,13.779,12,1,25,1,0,37962000000
NSC,Norfolk Southern Corp,2019,68.50169569,57.86784372,77.20661013,72.76760662,57.66805925,61160032641,265600000,Road & Rail,2722000000,7.3407,0.6522,4.6469,2.4279,19.1732,469.9033267,21.68647522,5186764,68955580,,,0,,7.42,0,0,10.829,12,1,16.66666667,1,0,37923000000
NSC,Norfolk Southern Corp,2018,72.00583742,56.69024462,81.8273525,80.41313372,55.31868923,61507709935,280200000,Road & Rail,2666000000,7.4107,0.5276,1.4785,2.2682,16.5642,498.2845874,23.70802994,5161463,69164160,,,0,,8.444,0,1,10.276,13,1,15.38461538,1,0,36239000000
NSC,Norfolk Southern Corp,2017,70.29705287,53.47466299,82.93889858,77.98643714,56.82181313,62445239741,290300000,Road & Rail,2073000000,15.3081,0.6464,2.3472,2.4542,22.7101,501.0458567,23.83464941,5517019,72984380,,,0,,7.203,0,0,8.346,12,1,16.66666667,1,0,35711000000
NSC,Norfolk Southern Corp,2016,63.66473819,57.23283209,53.93243072,78.74289268,42.22184417,60913061874,296000000,Road & Rail,1668000000,4.8326,0.8127,2.2057,2.8065,19.6519,461.0073985,22.95380248,5625565,58856950.8,,,0,,7.27,0,0,8.84,13,1,15.38461538,1,0,34892000000
NSC,Norfolk Southern Corp,2015,62.12910047,53.35416218,55.21305842,77.398652,40.37098377,60821946445,304400000,Road & Rail,1556000000,4.6214,0.9175,2.8283,2.7378,17.1984,452.4957759,23.19181859,5349107,74666644.46,,,0,,7.1,0,0,6.65,12,1,8.333333333,1,0,34139000000
NSC,Norfolk Southern Corp,2014,62.35812545,52.8689168,72.593471,64.10864688,40.10342599,61946502657,312500000,Road & Rail,2000000000,6.0899,1.1393,2.2073,2.7718,17.2998,446.1266304,22.90344203,5178092,72939409,3623619.7,,0,4.05,6.9,0,0,6.93,13,1,7.692307692,1,0,33200000000
NSC,Norfolk Southern Corp,2013,64.19920368,62.01289295,63.28799922,67.32704403,36.19429304,64792660918,315500000,Road & Rail,1910000000,6.0804,1.1215,7.0562,2.9847,15.9176,459.0033119,24.80012531,5405052,135741264,3142029.7,,0,3.75,6.91,0,0,7.7,12,1,8.333333333,1,0,32483000000
NSC,Norfolk Southern Corp,2012,67.43135476,64.43498202,68.58633962,69.71493784,30.41445933,65514391024,325200000,Road & Rail,1749000000,5.9409,0.8539,6.3214,2.9932,11.5373,,,5228849,68304940,,,0,4.45,7.04,0,0,,12,1,8.333333333,1,0,30342000000
ODFL,Old Dominion Freight Line Inc,2021,35.74829549,40.10339987,46.40964336,22.14580918,31.81809024,37267560883,116409990,Road & Rail,1034375000,22.5085,2.7669,10.3477,1.3119,40.33,277.4620691,6.62369752,1140641,16192686,,,0,16.5,,1,0,18.21,11,1,18.18181818,1,0,4821544000
ODFL,Old Dominion Freight Line Inc,2020,37.70820706,41.77938003,47.94814579,24.76448741,28.25180627,36523243440,118493200,Road & Rail,672682000,16.0833,3.1527,9.3564,1.3056,34.333,,,,,,,0,,,1,0,,10,1,10,1,0,4369410000
ODFL,Old Dominion Freight Line Inc,2019,40.26369052,46.57201704,49.06826773,26.09252245,25.58445631,35621562586,120609000,Road & Rail,615518000,16.3249,2.1884,12.701,1.3089,24.5842,,,,,,,0,,,1,0,,10,1,10,1,0,3995568000
ODFL,Old Dominion Freight Line Inc,2018,30.310945,28.53395646,52.81636864,13.4814962,21.81298685,36070680056,123029060,Road & Rail,605668000,18.3155,1.732,15.5408,1.3341,16.7227,,,,,,,0,,,0,0,,9,1,,1,0,3545283000
ODFL,Old Dominion Freight Line Inc,2017,21.55834509,26.45296674,41.06535107,,18.44173767,34896771989,123609980,Road & Rail,358874000,16.0902,1.4859,13.8035,1.3965,30.123,,,,,,,0,,,0,0,,9,1,,1,0,3068424000
ODFL,Old Dominion Freight Line Inc,2016,17.16754027,26.87010538,25.15525396,,14.84879863,33844619554,124729660,Road & Rail,295765000,11.4577,1.1442,9.3145,1.4601,24.0987,,,,,,,0,,,0,0,,7,1,,1,0,2696247000
ODFL,Old Dominion Freight Line Inc,2015,,,,,13.15435444,32446727071,128066870,Road & Rail,304690000,13.0394,1.1281,11.765,1.4702,16.5462,,,,,,,,,,,,,,,,,,2466504000
ODFL,Old Dominion Freight Line Inc,2014,,,,,11.56017448,32919965940,129242340,Road & Rail,267514000,12.9266,1.322,14.2218,1.5182,25.0452,,,,,,,,,,,,,,,,,,2236237000
ODFL,Old Dominion Freight Line Inc,2013,,,,,9.532806727,33118617089,129246510,Road & Rail,206113000,11.3106,1.1987,12.8218,1.614,22.1841,,,,,,,,,,,,,,,,,,1932089000
ODFL,Old Dominion Freight Line Inc,2012,,,,,7.938074648,33323336975,129246580,Road & Rail,169452000,10.5067,1.03,13.1811,1.7135,17.401,,,,,,,,,,,,,,,,,,1712514000
OTIS,Otis Worldwide Corp,2021,61.81680071,58.90841561,88.27498537,42.94599351,-8.475566986,33648519348,431400000,Machinery,1420000000,10.84,0.7495,14.6499,5.7577,29.1091,10.48918156,5.895264973,209000,2490120,181699.68,3785.41,1,2.71,,1,0,,9,1,33.33333333,1,0,12279000000
OTIS,Otis Worldwide Corp,2020,,,,,-8.845798707,33478534406,434600000,Machinery,1056000000,8.8837,0.7147,10.5605,5.7577,27.1045,,,,,,,,,,,,,,,,,,10710000000
OTIS,Otis Worldwide Corp,2019,,,,,3.925084272,32998326943,433111720,Machinery,1267000000,11.8585,0.7758,6.0427,5.7577,,,,,,,,,,,,,,,,,,,9687000000
OTIS,Otis Worldwide Corp,2018,,,,,3.622621895,33287301345,433111720,Machinery,1210000000,11.5123,0.7418,0.5061,5.1568,,,,,,,,,,,,,,,,,,,9135000000
OTIS,Otis Worldwide Corp,2017,,,,,4.536935643,33363794570,433111720,Machinery,809000000,,0.8293,,,,,,,,,,,,,,,,,,,,,9089000000
OTIS,Otis Worldwide Corp,2016,,,,,,32547866846,0,Machinery,,,,,,,,,,,,,,,,,,,,,,,,8584000000
OTIS,Otis Worldwide Corp,2015,,,,,,31740438370,0,Machinery,,,,,,,,,,,,,,,,,,,,,,,,8525000000
OTIS,Otis Worldwide Corp,2014,,,,,,32424627763,0,Machinery,,,,,,,,,,,,,,,,,,,,,,,,0
OTIS,Otis Worldwide Corp,2013,,,,,,32445875881,0,Machinery,,,,,,,,,,,,,,,,,,,,,,,,0
OTIS,Otis Worldwide Corp,2012,,,,,,32390630774,0,Machinery,,,,,,,,,,,,,,,,,,,,,,,,0
PCAR,Paccar Inc,2021,67.4994959,54.07887096,65.40501021,83.90817604,32.88499137,31858449062,348400000,Machinery,1852100000,6.4352,0.7832,3.6861,2.6371,16.5719,4.69571909,6.456677227,285498,3426595.2,,,1,10.27,,1,0,,11,1,18.18181818,1,0,29301700000
PCAR,Paccar Inc,2020,65.57317136,55.78607409,63.41170259,78.06770533,29.95963091,31851497622,347400000,Machinery,1298400000,4.5863,0.8154,-0.3565,2.8175,23.1032,4.764705882,6.829411765,272411.91,3205308.126,,,1,11.085,,1,0,,11,1,18.18181818,1,0,28260000000
PCAR,Paccar Inc,2019,63.46725924,48.25484608,64.89954048,78.89466148,27.97953301,31034703434,347500000,Machinery,2387900000,8.8698,0.761,11.2968,2.9424,11.5173,5.141303119,8.039128513,256443.75,2910375.623,,,1,9.62,,1,0,,11,1,18.18181818,1,0,28361100000
PCAR,Paccar Inc,2018,60.31459423,47.93122507,56.93264693,76.66286105,24.48119658,31910584861,351800000,Machinery,2195100000,8.9738,0.7411,8.7124,2.9395,9.1571,5.489077022,9.675686466,258300,2772130,,,1,9.945,,1,0,,11,1,18.18181818,1,0,25482400000
PCAR,Paccar Inc,2017,54.940985,46.3414413,42.35040099,74.82893608,22.87723785,31875827661,352900000,Machinery,1501800000,7.6009,0.7603,13.5729,2.9727,16.6908,4.787225806,9.011252884,263759,2847890,,,1,9.945,,1,0,,11,1,18.18181818,1,0,23440200000
PCAR,Paccar Inc,2016,48.97700772,52.85900103,28.8556701,61.50335194,19.30390202,31959244940,351800000,Machinery,521700000,2.4992,0.7704,-2.2307,3.0434,16.6212,4.87037427,8.710482708,257995.54,2932589.518,,,0,11,,1,0,,11,1,9.090909091,1,0,20638900000
PCAR,Paccar Inc,2015,45.2747507,40.18733029,36.048747,58.52156497,19.57247603,31726371704,355600000,Machinery,1604000000,7.6878,0.7352,2.3813,3.0473,10.5066,5.867743725,9.593291209,264751.67,3073745.817,,,0,13.5,,0,0,,11,1,9.090909091,1,0,21109800000
PCAR,Paccar Inc,2014,47.63671718,35.7622459,50.73312778,58.03033437,19.02309859,32536214452,356100000,Machinery,1358800000,6.5731,0.7145,-0.5148,3.0883,17.7884,5.519781238,9.636228263,258417.54,,,,0,15,,0,0,,11,1,9.090909091,1,0,20618800000
PCAR,Paccar Inc,2013,47.09787818,42.10918981,36.51099831,61.37088204,18.73037832,32605728851,355200000,Machinery,1171300000,5.9527,0.6997,11.2611,3.153,17.8956,5.809808501,9.651778639,252877.35,,,,0,21,,0,0,,11,1,9.090909091,1,0,20725500000
PCAR,Paccar Inc,2012,31.14356854,41.27939948,4.901172529,41.93789809,16.46550268,32546641612,355800000,Machinery,1111600000,6.21,0.4081,8.4733,3.1933,14.4498,,,,,,,0,,,0,0,,12,1,8.333333333,1,0,18627800000
PH,Parker-Hannifin Corp,2021,59.29171947,61.28192276,44.64447414,69.32327587,65.1032156,37897047701,130834480,Machinery,1746861000,8.6808,1.0599,2.28,2.7506,24.9554,,,617700,5324005,,,0,2,,1,0,,11,1,18.18181818,1,0,20341200000
PH,Parker-Hannifin Corp,2020,61.22415244,62.2468463,51.26928913,68.40248412,48.49164256,38197685365,129805030,Machinery,1202332000,6.4166,0.9063,13.1485,3.0736,17.0832,,,558058,4649832,,,0,2.8,,1,0,,11,1,27.27272727,1,0,19887753000
PH,Parker-Hannifin Corp,2019,56.87743168,53.65003873,46.09333889,69.3904013,45.86213257,36952737091,131781620,Machinery,1539568000,9.1946,1.844,14.7297,2.7827,14.2538,,,566280,4364413.2,,,1,3.65,,1,0,,12,1,16.66666667,1,0,17576690000
PH,Parker-Hannifin Corp,2018,60.33013788,60.99001881,47.95200767,69.92426536,44.05761575,38079485941,135426830,Machinery,1438315000,6.8861,1.0409,-1.0963,2.7703,14.4852,,,576031,4467769.2,,,1,4.25,,1,0,,13,1,15.38461538,1,0,15320087000
PH,Parker-Hannifin Corp,2017,59.9842992,61.63602521,46.01588003,69.81998491,39.44928513,38285050156,135559760,Machinery,983844000,7.1458,0.9157,28.7163,2.798,21.3045,,,603043,4680133.2,,,1,5.15,,1,0,,13,1,15.38461538,1,0,15489904000
PH,Parker-Hannifin Corp,2016,52.01113029,59.49557144,23.52590108,67.57137632,33.80231087,37154446976,136911690,Machinery,807216000,6.637,1.6612,-1.9964,2.5118,17.0057,,,619102,4758814.8,,,1,7.15,,1,0,,14,1,14.28571429,1,0,12034142000
PH,Parker-Hannifin Corp,2015,58.01898279,57.84590974,55.13732977,60.60945865,35.71296285,37248235649,145112150,Machinery,1012553000,7.9217,1.6573,-7.4963,2.1722,15.9889,,,672223,5101765.2,,,1,7.95,,1,0,,12,1,16.66666667,1,0,12279282000
PH,Parker-Hannifin Corp,2014,48.01755431,50.359052,30.85939947,59.75771363,44.66433646,37940730097,151444100,Machinery,1041418000,8.0654,1.362,5.8486,2.0822,36.6896,6.050306614,45.26708659,667932,4919936,,,1,8.85,,1,0,,11,1,18.18181818,1,0,13274362000
